field.Element:Text;field.Attribute:name;Attribute:type;TargetTrialID
13460;index;DialogTableEntry;#VALEUR!
"I wonder if the mirror can truly be repaired.
Let us not waste any time gathering the information Luto mentioned.≺Prompt≻
";text;DialogTableEntry;11042
13461;index;DialogTableEntry;#VALEUR!
"So we're going to fix the mirror.
I have a bad feeling about this...≺Prompt≻
";text;DialogTableEntry;11043
13462;index;DialogTableEntry;#VALEUR!
"If it's what you want to do, ≺Player Name≻, I'll help you fix the mirror.≺Prompt≻
";text;DialogTableEntry;11044
13463;index;DialogTableEntry;#VALEUR!
"I can't believe we're actually going to fix that mirror.
And what could this rare metal possibly be?≺Prompt≻
";text;DialogTableEntry;11045
13464;index;DialogTableEntry;#VALEUR!
"I can't believe we're actually going to fix that mirror.
It's kind of exciting!≺Prompt≻
";text;DialogTableEntry;11047
13465;index;DialogTableEntry;#VALEUR!
"I can't believe we're actually going to fix that mirror.
I just hope that nothing terrible happens...≺Prompt≻
";text;DialogTableEntry;11047
13466;index;DialogTableEntry;#VALEUR!
"I can't believe we're actually going to fix that mirror.
I'm a little scared, to be perfectly honest...≺Prompt≻
";text;DialogTableEntry;11048
13467;index;DialogTableEntry;#VALEUR!
"I wonder if the mirror can truly be repaired.
Let us not waste any time gathering the information Luto mentioned.≺Prompt≻
";text;DialogTableEntry;11049
13468;index;DialogTableEntry;#VALEUR!
"So the fate of that mirror has fallen into our hands...
First, we must seek the items Luto spoke of.≺Prompt≻
";text;DialogTableEntry;11050
13469;index;DialogTableEntry;#VALEUR!
"Let's get this full-course meal ready.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11052
13470;index;DialogTableEntry;#VALEUR!
"Let's get this full-course meal ready.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11052
13471;index;DialogTableEntry;#VALEUR!
"Let's get this full-course meal ready.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11053
13472;index;DialogTableEntry;#VALEUR!
"Let's prepare this full-course meal.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11054
13473;index;DialogTableEntry;#VALEUR!
"Let's prepare this full-course meal.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11055
13474;index;DialogTableEntry;#VALEUR!
"Let's prepare this full-course meal.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11057
13475;index;DialogTableEntry;#VALEUR!
"Let's get this full-course meal ready.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11057
13476;index;DialogTableEntry;#VALEUR!
"Let's get this full-course meal ready.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11058
13477;index;DialogTableEntry;#VALEUR!
"Let's get this full-course meal ready.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11059
13478;index;DialogTableEntry;#VALEUR!
"Let's get this full-course meal ready.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11060
13479;index;DialogTableEntry;#VALEUR!
"Let's prepare this full-course meal.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11062
13480;index;DialogTableEntry;#VALEUR!
"Let's prepare this full-course meal.
We need ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$≺BAD CHAR: 8280≻≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ａ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｂ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｃ≺BAD CHAR: 80≻≺BAD CHAR: 80≻...≺Prompt≻
";text;DialogTableEntry;11062
13481;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
Phew.≺Prompt≻
";text;DialogTableEntry;11063
13482;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
Sounds tasty.≺Prompt≻
";text;DialogTableEntry;11064
13483;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
Shall we start from the top?≺Prompt≻
";text;DialogTableEntry;11065
13484;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
This may require some serious legwork.≺Prompt≻
";text;DialogTableEntry;11067
13485;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
Let's do this!≺Prompt≻
";text;DialogTableEntry;11067
13486;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
I think I finally understand the meaning of “decadence.”≺Prompt≻
";text;DialogTableEntry;11068
13487;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
Six items in all.≺Prompt≻
";text;DialogTableEntry;11069
13488;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
What a pain!≺Prompt≻
";text;DialogTableEntry;11070
13489;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
Sounds delicious.≺Prompt≻
";text;DialogTableEntry;11072
13490;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
Where do we start?≺Prompt≻
";text;DialogTableEntry;11072
13491;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
This may require some serious legwork.≺Prompt≻
";text;DialogTableEntry;11073
13492;index;DialogTableEntry;#VALEUR!
"...≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｄ≺BAD CHAR: 80≻≺BAD CHAR: 80≻, and ≺Possible Special Code: 01≻≺Possible Special Code: 01≻≺Possible Special Code: 01≻ ≺Possible Special Code: 01≻≺Possible Special Code: 05≻$ｅ≺BAD CHAR: 80≻≺BAD CHAR: 80≻.
Is the Tarutaru digestive system linked to a fourth dimension?≺Prompt≻
";text;DialogTableEntry;11074
13493;index;DialogTableEntry;#VALEUR!
"Two mirrors...
There's some secret we're missing here.≺Prompt≻
";text;DialogTableEntry;11075
13494;index;DialogTableEntry;#VALEUR!
"Two mirrors...
All this talk of mystery is making me hungry...≺Prompt≻
";text;DialogTableEntry;11077
13495;index;DialogTableEntry;#VALEUR!
"Glass of Blessed Radiance...
What connection could it have to the Mirror of Blighted Gloom?≺Prompt≻
";text;DialogTableEntry;11077
13496;index;DialogTableEntry;#VALEUR!
"“The Lost Looking Glass”...
Now there's a book I should like to read.≺Prompt≻
";text;DialogTableEntry;11078
13497;index;DialogTableEntry;#VALEUR!
"Two mirrors...
Could there also be an opposing entity to the Glass of All-Seeing?≺Prompt≻
";text;DialogTableEntry;11079
13498;index;DialogTableEntry;#VALEUR!
"Hmmm...
I can't help but wonder if there's a reason for there being two mirrors.≺Prompt≻
";text;DialogTableEntry;11080
13499;index;DialogTableEntry;#VALEUR!
"Two mirrors...
Sounds kind of romantic.≺Prompt≻
";text;DialogTableEntry;11082
13500;index;DialogTableEntry;#VALEUR!
"Two mirrors...
I wonder what the connection is...≺Prompt≻
";text;DialogTableEntry;11082
13501;index;DialogTableEntry;#VALEUR!
"Two mirrors...
There's some secret we're missing here.≺Prompt≻
";text;DialogTableEntry;11083
13502;index;DialogTableEntry;#VALEUR!
"Looks like there are two mirrors.
What powers does the other one have?≺Prompt≻
";text;DialogTableEntry;11084
13503;index;DialogTableEntry;#VALEUR!
"“The Lost Looking Glass”...
Now there's a book I should like to read.≺Prompt≻
";text;DialogTableEntry;11085
13504;index;DialogTableEntry;#VALEUR!
"The Glass of Blessed Radiance...and the Mirror of Blighted Gloom.
The contrasting names suggest much, but reveal little.≺Prompt≻
";text;DialogTableEntry;11087
13505;index;DialogTableEntry;#VALEUR!
"Palometa has had a difficult time, it seems.
I hope we can help her out.≺Prompt≻
";text;DialogTableEntry;11087
13506;index;DialogTableEntry;#VALEUR!
"Palometa is a brave little girl.
I'm not gonna let anything happen to her!≺Prompt≻
";text;DialogTableEntry;11088
13507;index;DialogTableEntry;#VALEUR!
"Palometa is an unusual child...
The daughter of the guardian...≺Prompt≻
";text;DialogTableEntry;11089
13508;index;DialogTableEntry;#VALEUR!
"It seems that Palometa is the true owner of the mirror.
I hope for her sake we can locate that unusual metal...≺Prompt≻
";text;DialogTableEntry;11090
13509;index;DialogTableEntry;#VALEUR!
"So the mirror belonged to Palometa.
I hope we can fix it.≺Prompt≻
";text;DialogTableEntry;11092
13510;index;DialogTableEntry;#VALEUR!
"All this is too much for young Palometa to handle alone.
Let's do what we can to help the little lady!≺Prompt≻
";text;DialogTableEntry;11092
13511;index;DialogTableEntry;#VALEUR!
"Poor Palometa has had it rough.
We should do all we can to support her.≺Prompt≻
";text;DialogTableEntry;11093
13512;index;DialogTableEntry;#VALEUR!
"Palometa is a brave little girl.
I'm not gonna let anything happen to her!≺Prompt≻
";text;DialogTableEntry;11094
13513;index;DialogTableEntry;#VALEUR!
"Palometa...
It must have been scary for her.
Let's make sure she stays safe.≺Prompt≻
";text;DialogTableEntry;11095
13514;index;DialogTableEntry;#VALEUR!
"Poor little Palometa.
We should do everything we can to help her!≺Prompt≻
";text;DialogTableEntry;11097
13515;index;DialogTableEntry;#VALEUR!
"It seems that Palometa is the true owner of the mirror.
I hope for her sake we can locate that unusual metal...≺Prompt≻
";text;DialogTableEntry;11097
13516;index;DialogTableEntry;#VALEUR!
"Palometa has reasons best known to herself.
I see no harm in lending a hand.≺Prompt≻
";text;DialogTableEntry;11098
13517;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
Why would anyone want to channel its power?≺Prompt≻
";text;DialogTableEntry;11099
13518;index;DialogTableEntry;#VALEUR!
"Who is this Dark Divinity, anyway?
Do you know, ≺Player Name≻?≺Prompt≻
";text;DialogTableEntry;11100
13519;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
Why would anyone want to channel its power?≺Prompt≻
";text;DialogTableEntry;11102
13520;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
A foreboding title.
I wonder if we should be doing this...≺Prompt≻
";text;DialogTableEntry;11102
13521;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
What a scary sounding name...
What do you think, ≺Player Name≻?≺Prompt≻
";text;DialogTableEntry;11103
13522;index;DialogTableEntry;#VALEUR!
"Oooh, the Dark Divinity.
This is getting interesting, eh, ≺Player Name≻?≺Prompt≻
";text;DialogTableEntry;11104
13523;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
Why would anyone want to channel its power?≺Prompt≻
";text;DialogTableEntry;11105
13524;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
I don't think I really want to fix the mirror anymore...≺Prompt≻
";text;DialogTableEntry;11107
13525;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
Should we really be fixing that mirror?
I think my instinct in breaking it was the correct one.≺Prompt≻
";text;DialogTableEntry;11107
13526;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
Why would anyone want power from such a scary-sounding source?≺Prompt≻
";text;DialogTableEntry;11108
13527;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
A foreboding title.
I wonder if we should be doing this...≺Prompt≻
";text;DialogTableEntry;11109
13528;index;DialogTableEntry;#VALEUR!
"The Dark Divinity...
What self-respecting adventurer wouldn't harbor a secret desire to go head-to-head with such a being?≺Prompt≻
";text;DialogTableEntry;11110
13529;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind.
Like a forest, maybe...≺Prompt≻
";text;DialogTableEntry;11112
13530;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind.
Like a forest, maybe...≺Prompt≻
";text;DialogTableEntry;11112
13531;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind.
Like a forest, maybe...≺Prompt≻
";text;DialogTableEntry;11113
13532;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind.
Like a forest, perhaps...≺Prompt≻
";text;DialogTableEntry;11114
13533;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
Somewhere in a forest, maybe?≺Prompt≻
";text;DialogTableEntry;11115
13534;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind, like a forest≺Prompt≻
";text;DialogTableEntry;11117
13535;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind.
Like a forest, maybe...≺Prompt≻
";text;DialogTableEntry;11117
13536;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind.
Like a forest, maybe...≺Prompt≻
";text;DialogTableEntry;11118
13537;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind.
Like a forest, maybe...≺Prompt≻
";text;DialogTableEntry;11119
13538;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be in a quiet place.
Like a forest, maybe...≺Prompt≻
";text;DialogTableEntry;11120
13539;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind.
Like a forest, perhaps...≺Prompt≻
";text;DialogTableEntry;11122
13540;index;DialogTableEntry;#VALEUR!
"A “spring with a surface as smooth as glass”...
It would have to be a place with little wind.
Searching in a forest may be our best bet.≺Prompt≻
";text;DialogTableEntry;11122
13541;index;DialogTableEntry;#VALEUR!
"Do you remember what happened in Jugner Forest?
I have no idea what happened with the Glass of All-Seeing...≺Prompt≻
";text;DialogTableEntry;11123
13542;index;DialogTableEntry;#VALEUR!
"Do you remember what happened in Jugner Forest?
What was with that light that came from the Glass of All-Seeing...?≺Prompt≻
";text;DialogTableEntry;11124
13543;index;DialogTableEntry;#VALEUR!
